x	Y	View
227	246	LF
222	225	LF
227	292	LF
226	229	LF
221	231	LF
219	256	LF
217	244	LF
224	221	LF
226	206	LF
225	212	LF
226	229	LF
221	188	LF
227	210	LF
227	223	LF
226	224	LF
223	233	LF
222	204	LF
219	204	LF
223	183	LF
223	227	LF
221	225	LF
223	225	LF
222	212	LF
227	232	LF
227	228	LF
220	235	LF
219	212	LF
222	221	LF
221	184	LF
226	216	LF
222	186	LF
224	172	LF
222	203	LF
224	211	LF
218	183	LF
225	185	LF
223	213	LF
223	323	LF
224	124	LF
221	223	LF
225	195	LF
228	230	LF
220	193	LF
219	265	LF
225	221	LF
225	255	LF
223	241	LF
220	184	LF
224	205	LF
223	225	LF
229	170	LF
228	180	LF
219	211	LF
219	172	LF
228	212	LF
223	183	LF
220	211	LF
227	208	LF
221	285	LF
221	208	LF
227	232	LF
227	236	LF
228	216	LF
221	236	LF
221	239	LF
228	225	LF
227	149	LF
223	214	LF
228	272	LF
227	224	LF
228	219	LF
226	221	LF
227	257	LF
226	233	LF
224	216	LF
221	234	LF
225	226	LF
226	209	LF
224	219	LF
222	161	LF
222	185	LF
227	196	LF
231	194	LF
226	173	LF
228	234	LF
230	163	LF
222	242	LF
223	175	LF
229	235	LF
222	179	LF
230	218	LF
227	225	LF
226	227	LF
227	189	LF
226	202	LF
230	200	LF
224	211	LF
225	214	LF
228	226	LF
230	184	LF
227	220	LF
227	134	LF
231	284	LF
226	226	LF
226	226	LF
227	174	LF
225	192	LF
227	233	LF
223	216	LF
232	219	LF
224	217	LF
229	210	LF
227	223	LF
225	194	LF
227	229	LF
228	182	LF
227	235	LF
227	184	LF
230	181	LF
232	194	LF
231	230	LF
228	204	LF
231	224	LF
230	177	LF
230	227	LF
232	223	LF
232	241	LF
233	178	LF
230	221	LF
227	221	LF
227	177	LF
226	230	LF
229	223	LF
231	228	LF
229	223	LF
224	207	LF
231	178	LF
225	206	LF
232	208	LF
226	189	LF
232	227	LF
225	206	LF
232	206	LF
226	204	LF
227	224	LF
231	216	LF
229	221	LF
230	256	LF
234	193	LF
228	233	LF
233	190	LF
225	184	LF
233	176	LF
227	230	LF
230	225	LF
225	92	LF
226	217	LF
231	219	LF
225	179	LF
228	227	LF
228	226	LF
233	198	LF
227	201	LF
225	212	LF
234	240	LF
226	195	LF
225	210	LF
228	234	LF
226	212	LF
226	215	LF
229	227	LF
227	208	LF
231	207	LF
227	223	LF
228	222	LF
231	234	LF
233	280	LF
225	234	LF
225	219	LF
235	179	LF
231	182	LF
228	199	LF
227	229	LF
234	209	LF
228	228	LF
229	220	LF
230	211	LF
233	174	LF
233	224	LF
228	234	LF
226	202	LF
233	227	LF
229	208	LF
230	197	LF
233	192	LF
227	170	LF
226	221	LF
231	180	LF
227	217	LF
234	210	LF
235	221	LF
229	209	LF
229	214	LF
229	231	LF
234	226	LF
231	192	LF
230	199	LF
233	223	LF
233	224	LF
230	205	LF
228	210	LF
229	202	LF
233	347	LF
231	236	LF
230	223	LF
236	203	LF
228	244	LF
227	222	LF
227	219	LF
229	223	LF
234	221	LF
231	218	LF
236	223	LF
233	185	LF
232	220	LF
228	209	LF
231	208	LF
228	255	LF
236	239	LF
232	198	LF
230	201	LF
235	202	LF
235	248	LF
229	184	LF
234	215	LF
235	218	LF
236	203	LF
236	237	LF
236	223	LF
234	206	LF
235	201	LF
233	313	LF
228	177	LF
230	226	LF
228	212	LF
230	210	LF
234	216	LF
231	206	LF
235	216	LF
232	230	LF
228	210	LF
235	206	LF
228	206	LF
231	216	LF
231	226	LF
235	193	LF
229	246	LF
232	222	LF
237	181	LF
235	210	LF
234	226	LF
229	184	LF
230	202	LF
228	216	LF
235	207	LF
235	63	LF
235	229	LF
229	206	LF
231	209	LF
238	174	LF
237	227	LF
235	192	LF
229	253	LF
230	260	LF
231	218	LF
236	215	LF
229	271	LF
234	226	LF
234	193	LF
230	206	LF
235	215	LF
234	293	LF
238	192	LF
231	218	LF
237	233	LF
238	205	LF
230	198	LF
234	195	LF
229	182	LF
235	205	LF
238	224	LF
238	207	LF
230	215	LF
233	247	LF
235	214	LF
233	216	LF
239	228	LF
229	222	LF
238	173	LF
235	217	LF
229	341	LF
231	197	LF
231	228	LF
239	185	LF
233	218	LF
234	232	LF
237	192	LF
230	224	LF
229	203	LF
238	215	LF
236	208	LF
239	212	LF
235	218	LF
233	267	LF
233	222	LF
236	191	LF
233	231	LF
238	170	LF
237	235	LF
240	221	LF
236	206	LF
230	250	LF
230	140	LF
238	221	LF
239	231	LF
233	207	LF
237	240	LF
235	217	LF
238	207	LF
231	209	LF
237	208	LF
236	219	LF
238	211	LF
232	183	LF
235	219	LF
237	201	LF
240	222	LF
240	212	LF
238	217	LF
238	221	LF
238	210	LF
231	221	LF
233	178	LF
240	202	LF
233	200	LF
232	205	LF
240	225	LF
238	216	LF
239	173	LF
236	223	LF
239	173	LF
235	212	LF
235	213	LF
232	208	LF
239	227	LF
238	224	LF
241	220	LF
236	193	LF
233	251	LF
236	215	LF
234	244	LF
236	213	LF
238	196	LF
236	213	LF
232	225	LF
237	211	LF
239	204	LF
233	222	LF
234	180	LF
235	210	LF
232	255	LF
240	204	LF
237	183	LF
240	205	LF
239	212	LF
241	203	LF
242	184	LF
242	218	LF
236	178	LF
234	221	LF
233	174	LF
239	225	LF
235	228	LF
241	190	LF
240	257	LF
238	205	LF
233	203	LF
240	224	LF
233	231	LF
236	143	LF
242	165	LF
236	219	LF
240	184	LF
232	220	LF
242	213	LF
234	216	LF
240	221	LF
240	230	LF
241	184	LF
239	205	LF
242	328	LF
236	213	LF
242	260	LF
241	211	LF
233	228	LF
240	233	LF
237	241	LF
241	229	LF
240	264	LF
234	178	LF
242	194	LF
237	198	LF
242	206	LF
239	214	LF
242	170	LF
242	237	LF
236	203	LF
235	222	LF
241	203	LF
239	206	LF
234	200	LF
236	210	LF
237	207	LF
240	204	LF
233	219	LF
242	206	LF
240	172	LF
239	206	LF
236	225	LF
238	216	LF
242	181	LF
242	222	LF
242	189	LF
237	193	LF
238	222	LF
241	222	LF
238	186	LF
243	225	LF
241	222	LF
234	214	LF
241	215	LF
242	199	LF
235	173	LF
237	223	LF
240	183	LF
236	327	LF
242	179	LF
236	200	LF
244	233	LF
234	220	LF
243	172	LF
241	205	LF
237	211	LF
239	197	LF
236	171	LF
235	215	LF
241	211	LF
237	190	LF
238	189	LF
242	274	LF
237	219	LF
238	213	LF
240	226	LF
237	214	LF
244	203	LF
236	219	LF
235	199	LF
241	214	LF
238	251	LF
240	195	LF
239	192	LF
244	208	LF
239	179	LF
244	219	LF
238	247	LF
241	218	LF
238	307	LF
238	223	LF
243	203	LF
239	198	LF
240	213	LF
237	202	LF
239	230	LF
244	232	LF
237	178	LF
237	237	LF
237	202	LF
242	233	LF
236	201	LF
237	158	LF
237	220	LF
244	205	LF
239	243	LF
238	214	LF
243	218	LF
238	209	LF
235	228	LF
237	183	LF
244	189	LF
239	234	LF
242	219	LF
243	221	LF
241	219	LF
239	171	LF
244	202	LF
242	198	LF
238	226	LF
243	219	LF
236	189	LF
245	195	LF
236	206	LF
237	257	LF
241	205	LF
243	210	LF
238	157	LF
243	188	LF
239	205	LF
243	233	LF
238	211	LF
237	208	LF
243	227	LF
240	233	LF
239	208	LF
239	229	LF
242	237	LF
240	207	LF
242	244	LF
242	332	LF
242	221	LF
239	194	LF
241	204	LF
240	224	LF
242	212	LF
241	215	LF
246	221	LF
242	209	LF
238	200	LF
242	202	LF
245	199	LF
242	199	LF
243	209	LF
240	233	LF
241	221	LF
242	227	LF
242	215	LF
242	222	LF
238	231	LF
237	207	LF
242	204	LF
241	227	LF
241	199	LF
238	200	LF
246	204	LF
238	220	LF
237	214	LF
247	216	LF
242	220	LF
240	205	LF
238	216	LF
239	213	LF
240	176	LF
242	211	LF
238	210	LF
244	212	LF
244	212	LF
245	203	LF
241	209	LF
242	204	LF
241	208	LF
245	215	LF
244	210	LF
247	234	LF
241	208	LF
237	200	LF
240	193	LF
242	251	LF
247	195	LF
241	211	LF
240	216	LF
246	291	LF
248	215	LF
238	209	LF
247	212	LF
242	216	LF
247	205	LF
243	218	LF
244	194	LF
241	212	LF
245	199	LF
247	209	LF
239	155	LF
244	163	LF
248	227	LF
244	211	LF
246	203	LF
238	193	LF
238	160	LF
244	225	LF
240	214	LF
241	204	LF
246	199	LF
243	211	LF
240	204	LF
242	219	LF
240	171	LF
241	195	LF
239	216	LF
244	198	LF
245	206	LF
245	210	LF
249	231	LF
240	166	LF
247	173	LF
241	199	LF
242	196	LF
246	206	LF
246	211	LF
247	199	LF
241	220	LF
246	248	LF
248	201	LF
241	193	LF
240	164	LF
239	214	LF
241	214	LF
240	193	LF
247	200	LF
245	169	LF
248	201	LF
241	194	LF
248	216	LF
241	222	LF
245	192	LF
248	234	LF
246	221	LF
245	207	LF
240	237	LF
247	204	LF
248	196	LF
241	203	LF
244	223	LF
242	244	LF
244	190	LF
246	206	LF
241	227	LF
240	177	LF
245	210	LF
241	206	LF
245	201	LF
241	208	LF
246	196	LF
245	210	LF
243	179	LF
244	210	LF
246	215	LF
241	202	LF
243	209	LF
247	220	LF
242	201	LF
247	277	LF
241	170	LF
245	199	LF
240	212	LF
249	219	LF
241	221	LF
242	196	LF
241	181	LF
251	204	LF
245	298	LF
246	237	LF
241	205	LF
245	190	LF
242	192	LF
245	212	LF
251	205	LF
245	210	LF
245	242	LF
251	219	LF
247	228	LF
248	214	LF
244	207	LF
243	204	LF
247	220	LF
242	183	LF
242	190	LF
249	232	LF
248	232	LF
248	217	LF
243	209	LF
244	215	LF
244	219	LF
251	182	LF
242	192	LF
251	126	LF
244	201	LF
251	201	LF
245	228	LF
243	233	LF
247	206	LF
244	201	LF
245	224	LF
243	212	LF
244	205	LF
249	174	LF
246	206	LF
243	203	LF
245	209	LF
247	183	LF
244	191	LF
247	204	LF
248	208	LF
251	207	LF
251	207	LF
244	243	LF
246	230	LF
251	191	LF
246	207	LF
245	203	LF
250	193	LF
247	190	LF
251	203	LF
250	212	LF
244	235	LF
250	219	LF
245	203	LF
246	210	LF
248	224	LF
245	212	LF
247	251	LF
250	213	LF
247	210	LF
247	203	LF
251	218	LF
245	214	LF
251	200	LF
253	205	LF
253	213	LF
253	256	LF
251	205	LF
245	213	LF
246	228	LF
248	245	LF
250	226	LF
246	170	LF
253	204	LF
252	228	LF
247	198	LF
253	225	LF
250	229	LF
249	210	LF
254	199	LF
244	206	LF
247	211	LF
246	222	LF
249	196	LF
249	219	LF
248	214	LF
248	185	LF
247	218	LF
253	158	LF
253	188	LF
249	206	LF
246	200	LF
249	204	LF
247	228	LF
249	210	LF
251	217	LF
248	174	LF
250	203	LF
251	208	LF
249	207	LF
253	202	LF
249	245	LF
250	213	LF
246	216	LF
251	216	LF
253	226	LF
248	221	LF
248	205	LF
248	227	LF
252	226	LF
247	232	LF
246	206	LF
254	212	LF
250	240	LF
254	221	LF
255	225	LF
248	223	LF
253	248	LF
254	123	LF
254	193	LF
249	211	LF
249	225	LF
248	265	LF
253	216	LF
254	206	LF
256	223	LF
247	205	LF
249	204	LF
250	215	LF
247	255	LF
251	196	LF
248	257	LF
253	221	LF
249	233	LF
257	197	LF
250	229	LF
252	208	LF
249	224	LF
249	230	LF
253	234	LF
251	204	LF
253	216	LF
257	174	LF
250	229	LF
249	244	LF
252	221	LF
249	207	LF
258	204	LF
257	220	LF
253	216	LF
249	204	LF
248	231	LF
257	228	LF
250	218	LF
253	164	LF
253	254	LF
252	244	LF
256	223	LF
256	194	LF
248	236	LF
251	243	LF
252	206	LF
250	196	LF
256	240	LF
258	194	LF
255	153	LF
251	165	LF
259	196	LF
250	151	LF
257	111	LF
253	229	LF
254	235	LF
254	154	LF
256	181	LF
258	149	LF
259	281	LF
258	155	LF
258	193	LF
261	152	LF
262	216	LF
259	96	LF
266	126	LF
263	77	LF
261	149	LF
263	195	LF
262	127	LF
265	116	LF
274	88	LF
279	71	LF
280	237	LF
287	81	LF
287	51	LF
287	50	LF
384	99	LB
404	142	LB
398	268	LB
409	196	LB
407	200	LB
407	193	LB
400	227	LB
404	180	LB
403	300	LB
409	193	LB
400	181	LB
402	187	LB
402	188	LB
402	220	LB
409	201	LB
402	284	LB
402	185	LB
402	173	LB
408	183	LB
406	218	LB
408	196	LB
403	187	LB
407	201	LB
410	195	LB
408	198	LB
405	231	LB
408	190	LB
403	199	LB
404	193	LB
405	190	LB
406	200	LB
409	170	LB
405	177	LB
412	192	LB
403	191	LB
412	178	LB
412	187	LB
408	208	LB
410	200	LB
405	187	LB
412	186	LB
404	201	LB
404	186	LB
409	182	LB
407	187	LB
409	197	LB
406	183	LB
413	186	LB
413	200	LB
408	195	LB
406	193	LB
412	176	LB
414	244	LB
414	190	LB
413	188	LB
411	207	LB
412	195	LB
410	234	LB
410	199	LB
409	189	LB
411	191	LB
412	196	LB
408	255	LB
415	222	LB
414	203	LB
411	188	LB
406	215	LB
410	189	LB
413	209	LB
411	182	LB
407	196	LB
410	184	LB
409	163	LB
414	180	LB
414	179	LB
415	178	LB
410	190	LB
409	217	LB
410	190	LB
411	236	LB
413	202	LB
411	187	LB
410	222	LB
410	210	LB
415	191	LB
415	204	LB
410	183	LB
415	211	LB
414	193	LB
415	191	LB
411	207	LB
417	205	LB
417	194	LB
411	198	LB
416	200	LB
411	198	LB
416	201	LB
415	209	LB
411	191	LB
408	195	LB
409	208	LB
408	197	LB
412	188	LB
414	189	LB
410	181	LB
417	186	LB
410	189	LB
409	177	LB
410	196	LB
411	204	LB
412	192	LB
416	208	LB
413	182	LB
417	64	LB
410	188	LB
412	198	LB
416	180	LB
412	278	LB
417	196	LB
413	123	LB
417	217	LB
419	192	LB
418	239	LB
418	120	LB
411	178	LB
420	172	LB
411	194	LB
418	198	LB
417	236	LB
415	180	LB
415	195	LB
418	197	LB
416	174	LB
411	193	LB
413	134	LB
412	191	LB
419	176	LB
412	191	LB
415	204	LB
411	198	LB
420	210	LB
415	242	LB
421	182	LB
416	187	LB
413	196	LB
420	206	LB
418	193	LB
415	192	LB
418	206	LB
415	188	LB
419	189	LB
421	191	LB
413	198	LB
418	227	LB
413	204	LB
414	186	LB
421	204	LB
417	166	LB
418	182	LB
414	184	LB
415	193	LB
422	190	LB
419	195	LB
415	182	LB
415	188	LB
416	210	LB
415	204	LB
417	169	LB
417	199	LB
417	202	LB
417	197	LB
417	194	LB
420	197	LB
419	205	LB
416	190	LB
416	193	LB
419	209	LB
423	184	LB
422	212	LB
423	187	LB
424	194	LB
419	308	LB
415	188	LB
418	186	LB
416	187	LB
425	188	LB
418	214	LB
417	192	LB
422	215	LB
423	205	LB
420	199	LB
417	190	LB
422	192	LB
418	199	LB
424	195	LB
423	347	LB
425	194	LB
423	178	LB
422	208	LB
426	185	LB
416	85	LB
422	202	LB
420	200	LB
422	224	LB
420	189	LB
424	240	LB
419	230	LB
420	225	LB
427	199	LB
422	202	LB
426	213	LB
420	198	LB
427	206	LB
423	215	LB
427	184	LB
428	199	LB
423	224	LB
425	188	LB
428	190	LB
425	282	LB
427	189	LB
426	196	LB
427	203	LB
419	223	LB
427	197	LB
420	197	LB
428	186	LB
426	188	LB
430	261	LB
429	183	LB
426	188	LB
425	183	LB
424	190	LB
423	190	LB
424	171	LB
430	183	LB
426	191	LB
422	192	LB
432	235	LB
432	263	LB
428	181	LB
432	180	LB
426	190	LB
428	184	LB
428	214	LB
429	169	LB
423	197	LB
426	191	LB
432	185	LB
423	182	LB
429	178	LB
426	163	LB
426	268	LB
432	183	LB
426	95	LB
428	188	LB
426	213	LB
428	190	LB
430	187	LB
427	182	LB
433	284	LB
434	205	LB
426	184	LB
435	178	LB
436	182	LB
436	182	LB
436	212	LB
433	208	LB
435	185	LB
436	191	LB
430	194	LB
438	187	LB
433	94	LB
433	200	LB
435	181	LB
437	183	LB
435	204	LB
438	176	LB
436	212	LB
435	222	LB
433	208	LB
431	218	LB
431	203	LB
433	184	LB
434	195	LB
437	182	LB
438	167	LB
432	191	LB
433	189	LB
434	225	LB
435	201	LB
434	174	LB
441	184	LB
434	256	LB
441	181	LB
441	176	LB
436	183	LB
439	251	LB
436	193	LB
432	190	LB
436	175	LB
439	186	LB
436	199	LB
439	196	LB
436	187	LB
440	293	LB
439	194	LB
440	184	LB
440	191	LB
433	180	LB
434	196	LB
438	196	LB
438	182	LB
434	192	LB
439	185	LB
440	179	LB
434	197	LB
435	187	LB
436	182	LB
434	195	LB
437	192	LB
443	240	LB
438	185	LB
442	185	LB
435	206	LB
437	216	LB
441	203	LB
438	181	LB
439	196	LB
440	184	LB
439	233	LB
436	204	LB
438	204	LB
441	269	LB
438	203	LB
436	204	LB
436	190	LB
438	180	LB
441	190	LB
442	192	LB
444	193	LB
440	174	LB
441	180	LB
441	184	LB
441	233	LB
443	196	LB
439	183	LB
436	209	LB
438	198	LB
442	185	LB
444	200	LB
443	171	LB
441	168	LB
441	175	LB
444	185	LB
438	181	LB
439	190	LB
445	205	LB
442	186	LB
442	186	LB
443	129	LB
446	208	LB
441	188	LB
443	181	LB
444	209	LB
443	206	LB
440	195	LB
438	181	LB
444	230	LB
440	194	LB
444	183	LB
438	188	LB
441	187	LB
437	207	LB
438	193	LB
442	189	LB
443	183	LB
440	228	LB
444	249	LB
447	251	LB
437	187	LB
441	121	LB
445	188	LB
444	202	LB
439	194	LB
443	181	LB
438	209	LB
445	201	LB
447	188	LB
446	193	LB
444	177	LB
447	197	LB
440	194	LB
439	179	LB
447	209	LB
439	234	LB
441	190	LB
438	189	LB
447	196	LB
443	181	LB
438	213	LB
439	187	LB
444	185	LB
446	223	LB
448	232	LB
438	184	LB
442	163	LB
446	190	LB
444	198	LB
446	188	LB
441	191	LB
441	150	LB
442	191	LB
442	194	LB
445	212	LB
439	184	LB
440	189	LB
440	180	LB
439	180	LB
441	193	LB
439	215	LB
443	180	LB
440	248	LB
440	181	LB
446	289	LB
445	185	LB
439	285	LB
446	190	LB
447	174	LB
441	188	LB
441	185	LB
443	187	LB
445	192	LB
447	189	LB
447	211	LB
444	213	LB
443	200	LB
446	189	LB
442	192	LB
448	202	LB
442	188	LB
446	185	LB
444	215	LB
446	182	LB
441	189	LB
442	182	LB
441	187	LB
445	300	LB
442	183	LB
440	170	LB
448	201	LB
441	193	LB
447	164	LB
442	199	LB
445	189	LB
447	227	LB
446	212	LB
446	230	LB
446	210	LB
445	227	LB
446	185	LB
447	198	LB
443	196	LB
444	203	LB
444	175	LB
443	202	LB
448	165	LB
442	278	LB
442	303	LB
447	184	LB
449	189	LB
442	191	LB
447	224	LB
448	196	LB
446	184	LB
443	235	LB
450	117	LB
446	204	LB
447	238	LB
446	183	LB
441	209	LB
448	190	LB
441	193	LB
441	200	LB
449	185	LB
447	205	LB
440	210	LB
448	185	LB
440	183	LB
446	194	LB
442	195	LB
441	233	LB
443	182	LB
440	179	LB
443	207	LB
444	185	LB
444	177	LB
442	123	LB
441	199	LB
449	218	LB
449	191	LB
448	225	LB
445	192	LB
444	199	LB
446	180	LB
447	176	LB
446	200	LB
449	191	LB
441	188	LB
442	188	LB
443	153	LB
449	204	LB
446	210	LB
443	185	LB
445	214	LB
447	187	LB
442	184	LB
447	202	LB
444	187	LB
446	241	LB
449	196	LB
444	202	LB
448	187	LB
445	176	LB
448	183	LB
451	209	LB
447	231	LB
445	203	LB
441	208	LB
447	188	LB
443	210	LB
441	217	LB
442	185	LB
450	192	LB
450	221	LB
449	186	LB
444	194	LB
452	197	LB
444	192	LB
445	199	LB
446	188	LB
443	191	LB
449	187	LB
449	198	LB
445	186	LB
448	191	LB
444	203	LB
445	226	LB
451	219	LB
443	180	LB
444	214	LB
443	199	LB
446	217	LB
451	103	LB
450	202	LB
446	188	LB
447	237	LB
450	239	LB
447	182	LB
450	192	LB
442	184	LB
449	195	LB
443	189	LB
447	189	LB
448	204	LB
448	113	LB
446	185	LB
449	180	LB
447	220	LB
452	230	LB
448	180	LB
444	267	LB
444	194	LB
448	198	LB
442	202	LB
445	192	LB
449	246	LB
446	223	LB
452	194	LB
444	249	LB
452	194	LB
447	182	LB
452	186	LB
451	181	LB
452	195	LB
444	191	LB
445	187	LB
447	224	LB
453	238	LB
444	149	LB
452	211	LB
447	189	LB
447	186	LB
445	272	LB
444	197	LB
444	192	LB
450	192	LB
449	217	LB
448	193	LB
447	215	LB
450	202	LB
451	185	LB
447	198	LB
445	191	LB
451	193	LB
446	248	LB
447	182	LB
445	191	LB
445	200	LB
451	194	LB
446	169	LB
445	190	LB
452	181	LB
443	170	LB
448	195	LB
452	140	LB
445	298	LB
445	302	LB
448	184	LB
443	200	LB
449	185	LB
445	189	LB
445	201	LB
444	207	LB
445	194	LB
450	183	LB
452	175	LB
445	185	LB
453	204	LB
445	207	LB
448	181	LB
451	182	LB
453	222	LB
453	219	LB
446	173	LB
453	320	LB
446	189	LB
447	189	LB
444	211	LB
445	199	LB
445	195	LB
447	199	LB
451	195	LB
451	183	LB
452	239	LB
448	294	LB
445	192	LB
447	162	LB
453	295	LB
445	190	LB
445	189	LB
454	184	LB
455	284	LB
449	189	LB
454	206	LB
447	182	LB
447	187	LB
448	185	LB
453	213	LB
449	177	LB
454	313	LB
452	182	LB
451	185	LB
453	178	LB
452	230	LB
446	243	LB
450	191	LB
450	202	LB
446	188	LB
447	181	LB
447	185	LB
450	197	LB
445	193	LB
454	284	LB
450	186	LB
453	162	LB
450	191	LB
455	190	LB
453	305	LB
448	200	LB
453	231	LB
452	186	LB
454	136	LB
453	179	LB
455	206	LB
454	187	LB
454	192	LB
456	200	LB
454	189	LB
446	185	LB
453	190	LB
449	188	LB
451	250	LB
455	203	LB
454	292	LB
452	192	LB
446	338	LB
446	188	LB
447	196	LB
450	155	LB
446	117	LB
451	190	LB
453	204	LB
451	180	LB
450	280	LB
457	308	LB
457	183	LB
453	325	LB
452	230	LB
456	198	LB
448	193	LB
450	216	LB
456	193	LB
448	282	LB
451	180	LB
456	189	LB
450	186	LB
449	190	LB
449	284	LB
457	226	LB
455	182	LB
457	219	LB
451	189	LB
452	243	LB
455	299	LB
456	305	LB
456	190	LB
450	206	LB
455	204	LB
457	185	LB
451	305	LB
450	193	LB
457	174	LB
452	317	LB
458	374	LB
457	260	LB
450	201	LB
453	181	LB
452	187	LB
459	180	LB
457	184	LB
453	280	LB
454	180	LB
454	190	LB
462	189	LB
456	222	LB
462	198	LB
460	308	LB
456	192	LB
457	191	LB
455	182	LB
462	189	LB
462	178	LB
464	180	LB
461	286	LB
457	319	LB
461	321	LB
455	179	LB
461	240	LB
460	360	LB
459	182	LB
460	289	LB
458	181	LB
463	310	LB
465	355	LB
459	298	LB
462	192	LB
462	233	LB
462	194	LB
466	211	LB
468	148	LB
463	216	LB
467	181	LB
468	199	LB
470	211	LB
464	209	LB
462	195	LB
465	167	LB
471	277	LB
467	197	LB
471	197	LB
465	193	LB
472	239	LB
471	190	LB
465	193	LB
472	199	LB
465	242	LB
467	211	LB
474	213	LB
466	184	LB
472	223	LB
474	154	LB
468	183	LB
475	228	LB
475	205	LB
468	246	LB
474	198	LB
470	197	LB
474	237	LB
468	242	LB
476	212	LB
476	208	LB
472	207	LB
476	194	LB
472	231	LB
477	372	LB
469	221	LB
476	196	LB
473	209	LB
476	236	LB
478	206	LB
477	298	LB
471	188	LB
470	189	LB
472	243	LB
474	199	LB
472	188	LB
481	208	LB
481	187	LB
476	242	LB
480	212	LB
475	203	LB
478	211	LB
475	195	LB
481	196	LB
478	176	LB
478	320	LB
479	208	LB
476	222	LB
474	199	LB
479	194	LB
476	200	LB
483	210	LB
475	205	LB
478	178	LB
477	184	LB
482	204	LB
481	205	LB
480	249	LB
475	210	LB
477	220	LB
479	216	LB
475	190	LB
484	203	LB
477	196	LB
478	206	LB
479	251	LB
485	177	LB
485	195	LB
481	222	LB
477	234	LB
478	202	LB
485	217	LB
484	171	LB
481	225	LB
478	204	LB
487	198	LB
483	197	LB
478	213	LB
487	231	LB
485	193	LB
480	212	LB
486	224	LB
478	215	LB
484	180	LB
484	211	LB
480	194	LB
481	225	LB
482	215	LB
484	202	LB
483	196	LB
479	243	LB
487	224	LB
487	208	LB
485	187	LB
479	206	LB
487	222	LB
486	210	LB
488	205	LB
488	219	LB
484	187	LB
489	184	LB
482	190	LB
484	218	LB
482	181	LB
483	223	LB
486	202	LB
488	194	LB
483	190	LB
486	186	LB
491	185	LB
491	201	LB
491	216	LB
484	205	LB
484	208	LB
492	226	LB
486	201	LB
489	297	LB
486	214	LB
487	197	LB
490	190	LB
483	188	LB
485	188	LB
491	187	LB
486	190	LB
491	168	LB
494	196	LB
491	190	LB
494	183	LB
491	201	LB
489	226	LB
487	214	LB
492	211	LB
488	193	LB
493	202	LB
491	271	LB
494	204	LB
493	196	LB
492	208	LB
488	193	LB
491	192	LB
498	190	LB
496	191	LB
491	155	LB
522	289	RB
522	192	RB
526	269	RB
521	196	RB
524	178	RB
520	208	RB
530	211	RB
528	208	RB
522	215	RB
529	191	RB
528	191	RB
529	196	RB
524	197	RB
521	195	RB
530	271	RB
527	197	RB
532	197	RB
523	189	RB
522	201	RB
525	194	RB
525	201	RB
530	214	RB
528	201	RB
529	200	RB
525	187	RB
531	178	RB
528	212	RB
531	211	RB
529	252	RB
525	181	RB
528	189	RB
529	210	RB
532	192	RB
534	238	RB
534	179	RB
525	189	RB
527	189	RB
532	193	RB
533	250	RB
528	208	RB
527	241	RB
526	220	RB
529	236	RB
535	184	RB
527	231	RB
534	200	RB
535	209	RB
531	190	RB
533	216	RB
529	211	RB
530	212	RB
536	234	RB
529	243	RB
533	208	RB
534	182	RB
534	182	RB
536	266	RB
530	145	RB
533	216	RB
537	202	RB
535	201	RB
530	215	RB
535	189	RB
536	213	RB
530	175	RB
533	199	RB
536	226	RB
532	245	RB
536	195	RB
532	215	RB
536	189	RB
537	193	RB
533	229	RB
532	263	RB
536	218	RB
537	193	RB
539	244	RB
541	222	RB
532	226	RB
536	199	RB
535	254	RB
541	196	RB
541	243	RB
538	241	RB
542	206	RB
538	224	RB
542	191	RB
535	242	RB
534	196	RB
542	203	RB
535	209	RB
542	171	RB
533	212	RB
538	217	RB
539	208	RB
543	201	RB
540	193	RB
538	194	RB
539	195	RB
535	195	RB
538	187	RB
540	192	RB
536	205	RB
537	189	RB
538	209	RB
538	221	RB
537	197	RB
543	229	RB
539	199	RB
542	207	RB
545	216	RB
542	209	RB
545	185	RB
541	197	RB
536	189	RB
538	213	RB
539	215	RB
547	203	RB
546	201	RB
547	199	RB
545	222	RB
544	203	RB
541	186	RB
539	200	RB
542	180	RB
546	207	RB
540	197	RB
543	149	RB
541	197	RB
547	191	RB
541	172	RB
551	190	RB
551	189	RB
547	227	RB
550	190	RB
544	208	RB
547	195	RB
548	186	RB
545	193	RB
544	311	RB
544	201	RB
544	186	RB
546	223	RB
548	197	RB
546	200	RB
549	149	RB
549	214	RB
550	311	RB
555	188	RB
555	196	RB
554	189	RB
549	191	RB
552	141	RB
553	188	RB
552	213	RB
555	196	RB
558	200	RB
551	201	RB
553	247	RB
557	197	RB
553	193	RB
553	192	RB
553	196	RB
554	183	RB
557	226	RB
553	199	RB
551	194	RB
556	199	RB
550	175	RB
560	183	RB
560	193	RB
556	184	RB
553	186	RB
560	168	RB
562	190	RB
560	329	RB
557	177	RB
553	210	RB
558	366	RB
562	194	RB
560	211	RB
559	116	RB
564	308	RB
562	179	RB
555	209	RB
560	186	RB
562	195	RB
560	182	RB
564	189	RB
558	182	RB
562	132	RB
565	185	RB
558	322	RB
566	336	RB
565	212	RB
559	220	RB
565	196	RB
558	183	RB
565	320	RB
567	184	RB
560	180	RB
560	187	RB
559	170	RB
563	277	RB
565	184	RB
564	314	RB
561	220	RB
566	191	RB
567	196	RB
562	193	RB
560	212	RB
